file,size(BYTE),size(KB),size(MB),resolution(DPI)
Florence/20180919a_jpgs/jpgs/S26256212.jpg,7449752,7275.148438,7.104637146,96
Florence/20180919a_jpgs/jpgs/S26256308.jpg,5838526,5701.685547,5.568052292,96
Florence/20180919a_jpgs/jpgs/S26256836.jpg,6021899,5880.760742,5.742930412,96
Florence/20180919a_jpgs/jpgs/S26257341.jpg,6553840,6400.234375,6.250228882,96
Florence/20180919a_jpgs/jpgs/S26259403.jpg,4243238,4143.787109,4.046667099,96
Florence/20180919a_jpgs/jpgs/S26260562.jpg,9124373,8910.520508,8.701680183,96
Florence/20180919b_jpgs/jpgs/C26272794.jpg,7537377,7360.719727,7.188202858,300
Florence/20180919b_jpgs/jpgs/C26273569.jpg,7422010,7248.056641,7.078180313,300
Florence/20180919b_jpgs/jpgs/C26274977.jpg,3262123,3185.666992,3.111002922,300
Florence/20180919b_jpgs/jpgs/C26275362.jpg,7285555,7114.799805,6.948046684,300
Florence/20180919b_jpgs/jpgs/C26275446.jpg,6627054,6471.732422,6.320051193,300
Florence/20180919b_jpgs/jpgs/C26275740.jpg,5914472,5775.851563,5.640480042,300
Florence/20180919b_jpgs/jpgs/C26276105.jpg,4741893,4630.754883,4.522221565,300
Florence/20180919b_jpgs/jpgs/C26276224.jpg,9904563,9672.424805,9.445727348,300
Florence/20180919b_jpgs/jpgs/C26276392.jpg,10950628,10693.97266,10.44333267,300
Florence/20180919b_jpgs/jpgs/C26276735.jpg,5492876,5364.136719,5.238414764,300
Florence/20180919b_jpgs/jpgs/C26276855.jpg,9034818,8823.064453,8.61627388,300
Florence/20180919b_jpgs/jpgs/P26271925.jpg,7104473,6937.961914,6.775353432,96
Florence/20180919b_jpgs/jpgs/P26272891.jpg,6566294,6412.396484,6.262105942,96
Florence/20180919b_jpgs/jpgs/P26273267.jpg,6939647,6776.999023,6.618163109,96
Florence/20180919b_jpgs/jpgs/P26274391.jpg,10683910,10433.50586,10.18897057,96
Florence/20180919b_jpgs/jpgs/P26275123.jpg,7187859,7019.393555,6.854876518,96
Florence/20180919b_jpgs/jpgs/P26275648.jpg,6563191,6409.366211,6.25914669,96
Florence/20180919b_jpgs/jpgs/P26275775.jpg,7907383,7722.053711,7.541068077,96
Florence/20180919b_jpgs/jpgs/P26276903.jpg,5608138,5476.697266,5.348337173,96
Florence/20180919b_jpgs/jpgs/S26272623.jpg,6880470,6719.208984,6.561727524,96
Florence/20180919b_jpgs/jpgs/S26272925.jpg,6048998,5907.224609,5.768774033,96
Florence/20180919b_jpgs/jpgs/S26273469.jpg,7178088,7009.851563,6.845558167,96
Florence/20180919b_jpgs/jpgs/S26275079.jpg,6443670,6292.646484,6.145162582,96
Florence/20180919b_jpgs/jpgs/S26275234.jpg,6904676,6742.847656,6.584812164,96
Florence/20180919b_jpgs/jpgs/S26275423.jpg,4170190,4072.451172,3.977003098,96
Florence/20180919b_jpgs/jpgs/S26276523.jpg,8614208,8412.3125,8.215148926,96
Florence/20180919b_jpgs/jpgs/S26276572.jpg,3808341,3719.083008,3.631917,96
Florence/20180919b_jpgs/jpgs/S26276586.jpg,6186037,6041.051758,5.899464607,96
Florence/20180919b_jpgs/jpgs/S26276671.jpg,7835232,7651.59375,7.472259521,96
Florence/20180919b_jpgs/jpgs/S26276783.jpg,5844131,5707.15918,5.573397636,96
Florence/20180919c_jpgs/jpgs/C26247918.jpg,6028699,5887.401367,5.749415398,96
Florence/20180919c_jpgs/jpgs/C26248857.jpg,7600731,7422.588867,7.248621941,96
Florence/20180919c_jpgs/jpgs/C26249850.jpg,7440025,7265.649414,7.095360756,96
Florence/20180919c_jpgs/jpgs/C26249884.jpg,5840196,5703.316406,5.569644928,96
Florence/20180919c_jpgs/jpgs/C26249950.jpg,7480573,7305.24707,7.134030342,96
Florence/20180919c_jpgs/jpgs/C26250426.jpg,5821225,5684.790039,5.551552773,96
Florence/20180919c_jpgs/jpgs/C26252170.jpg,6140823,5996.897461,5.856345177,96
Florence/20180919c_jpgs/jpgs/C26252781.jpg,7062720,6897.1875,6.735534668,96
Florence/20180919c_jpgs/jpgs/C26252847.jpg,8025282,7837.189453,7.653505325,96
Florence/20180919c_jpgs/jpgs/C26256584.jpg,7883885,7699.106445,7.518658638,96
Florence/20180919c_jpgs/jpgs/C26257228.jpg,8755529,8550.321289,8.349923134,96
Florence/20180919c_jpgs/jpgs/C26258079.jpg,10570162,10322.42383,10.08049202,96
Florence/20180919c_jpgs/jpgs/C26258167.jpg,5521479,5392.069336,5.265692711,96
Florence/20180919c_jpgs/jpgs/C26258977.jpg,6343618,6194.939453,6.04974556,96
Florence/20180919c_jpgs/jpgs/C26259046.jpg,6810192,6650.578125,6.4947052,96
Florence/20180919c_jpgs/jpgs/C26259651.jpg,11300120,11035.27344,10.77663422,96
Florence/20180919c_jpgs/jpgs/C26260365.jpg,7268820,7098.457031,6.932086945,96
Florence/20180919c_jpgs/jpgs/C26260644.jpg,8520578,8320.876953,8.1258564,96
Florence/20180919c_jpgs/jpgs/C26261048.jpg,7298655,7127.592773,6.960539818,96
Florence/20180919c_jpgs/jpgs/C26261263.jpg,6571056,6417.046875,6.266647339,96
Florence/20180919c_jpgs/jpgs/C26266136.jpg,5670497,5537.594727,5.40780735,96
Florence/20180919c_jpgs/jpgs/C26266989.jpg,6664907,6508.698242,6.356150627,96
Florence/20180919c_jpgs/jpgs/C26267083.jpg,8750041,8544.961914,8.344689369,96
Florence/20180919c_jpgs/jpgs/C26267494.jpg,13274060,12962.94922,12.6591301,96
Florence/20180919c_jpgs/jpgs/C26269495.jpg,7961442,7774.845703,7.592622757,96
Florence/20180919c_jpgs/jpgs/C26269597.jpg,9345262,9126.232422,8.912336349,96
Florence/20180919c_jpgs/jpgs/C26273779.jpg,6583872,6429.5625,6.278869629,96
Florence/20180919c_jpgs/jpgs/C26274841.jpg,4704722,4594.455078,4.486772537,96
Florence/20180919c_jpgs/jpgs/C26275788.jpg,8553782,8353.302734,8.157522202,96
Florence/20180919c_jpgs/jpgs/C26276710.jpg,8275253,8081.301758,7.891896248,96
Florence/20180920a_jpgs/jpgs/C26352393.jpg,4414048,4310.59375,4.209564209,300
Florence/20180920a_jpgs/jpgs/C26353792.jpg,3076048,3003.953125,2.933547974,300
Florence/20180920a_jpgs/jpgs/C26353843.jpg,8380282,8183.869141,7.992059708,300
Florence/20180920a_jpgs/jpgs/C26353955.jpg,6322681,6174.493164,6.029778481,300
Florence/20180920a_jpgs/jpgs/C26354006.jpg,6634683,6479.182617,6.327326775,300
Florence/20180920a_jpgs/jpgs/C26354009.jpg,5764537,5629.430664,5.497490883,300
Florence/20180920a_jpgs/jpgs/C26354183.jpg,6359721,6210.665039,6.065102577,300
Florence/20180920a_jpgs/jpgs/C26354970.jpg,8995942,8785.099609,8.579198837,300
Florence/20180920a_jpgs/jpgs/C26355078.jpg,6832023,6671.897461,6.515524864,300
Florence/20180920a_jpgs/jpgs/C26355911.jpg,6301591,6153.897461,6.009665489,300
Florence/20180920a_jpgs/jpgs/C26355920.jpg,8408671,8211.592773,8.019133568,300
Florence/20180920a_jpgs/jpgs/C26356258.jpg,7087149,6921.043945,6.758831978,300
Florence/20180920a_jpgs/jpgs/C26356327.jpg,8143883,7953.010742,7.766612053,300
Florence/20180920a_jpgs/jpgs/C26357038.jpg,8649404,8446.683594,8.248714447,300
Florence/20180920a_jpgs/jpgs/C26357467.jpg,5174777,5053.493164,4.935051918,300
Florence/20180920a_jpgs/jpgs/C26357812.jpg,7623354,7444.681641,7.270196915,300
Florence/20180920a_jpgs/jpgs/C26357900.jpg,5589469,5458.46582,5.330533028,300
Florence/20180920a_jpgs/jpgs/C26358766.jpg,10778280,10525.66406,10.27896881,300
Florence/20180920a_jpgs/jpgs/C26359187.jpg,8201011,8008.799805,7.821093559,300
Florence/20180920a_jpgs/jpgs/C26359928.jpg,6485731,6333.72168,6.185275078,300
Florence/20180920a_jpgs/jpgs/P26351946.jpg,5315081,5190.508789,5.068856239,96
Florence/20180920a_jpgs/jpgs/P26351958.jpg,5964139,5824.354492,5.687846184,96
Florence/20180920a_jpgs/jpgs/P26352217.jpg,8355480,8159.648438,7.968406677,96
Florence/20180920a_jpgs/jpgs/P26354096.jpg,5139660,5019.199219,4.901561737,96
Florence/20180920a_jpgs/jpgs/P26354225.jpg,9171226,8956.275391,8.746362686,96
Florence/20180920a_jpgs/jpgs/P26354631.jpg,7166263,6998.303711,6.834280968,96
Florence/20180920a_jpgs/jpgs/P26354746.jpg,11986051,11705.12793,11.43078899,96
Florence/20180920a_jpgs/jpgs/P26354885.jpg,8063962,7874.962891,7.690393448,96
Florence/20180920a_jpgs/jpgs/P26355051.jpg,6517687,6364.928711,6.215750694,96
Florence/20180920a_jpgs/jpgs/P26355714.jpg,10135908,9898.347656,9.666355133,96
Florence/20180920a_jpgs/jpgs/P26355883.jpg,7145843,6978.362305,6.814806938,96
Florence/20180920a_jpgs/jpgs/P26355964.jpg,7795871,7613.155273,7.434721947,96
Florence/20180920a_jpgs/jpgs/P26357989.jpg,5958445,5818.793945,5.682415962,96
Florence/20180920a_jpgs/jpgs/P26358918.jpg,6222101,6076.270508,5.933857918,96
Florence/20180920a_jpgs/jpgs/P26359300.jpg,7015530,6851.103516,6.690530777,96
Florence/20180920a_jpgs/jpgs/S26352003.jpg,10164828,9926.589844,9.693935394,96
Florence/20180920a_jpgs/jpgs/S26352047.jpg,8059852,7870.949219,7.686473846,96
Florence/20180920a_jpgs/jpgs/S26352119.jpg,6893728,6732.15625,6.574371338,96
Florence/20180920a_jpgs/jpgs/S26352302.jpg,5501511,5372.569336,5.246649742,96
Florence/20180920a_jpgs/jpgs/S26353808.jpg,7364143,7191.545898,7.022994041,96
Florence/20180920a_jpgs/jpgs/S26353887.jpg,6120666,5977.212891,5.837121964,96
Florence/20180920a_jpgs/jpgs/S26354010.jpg,13000119,12695.42871,12.3978796,96
Florence/20180920a_jpgs/jpgs/S26354058.jpg,8048743,7860.100586,7.675879478,96
Florence/20180920a_jpgs/jpgs/S26354197.jpg,7136851,6969.581055,6.806231499,96
Florence/20180920a_jpgs/jpgs/S26354224.jpg,5850598,5713.474609,5.579565048,96
Florence/20180920a_jpgs/jpgs/S26354625.jpg,12532844,12239.10547,11.95225143,96
Florence/20180920a_jpgs/jpgs/S26354821.jpg,9777392,9548.234375,9.324447632,96
Florence/20180920a_jpgs/jpgs/S26354833.jpg,5498264,5369.398438,5.243553162,96
Florence/20180920a_jpgs/jpgs/S26354839.jpg,8282247,8088.131836,7.898566246,96
Florence/20180920a_jpgs/jpgs/S26354924.jpg,11115735,10855.20996,10.60079098,96
Florence/20180920a_jpgs/jpgs/S26355089.jpg,6764524,6605.980469,6.451152802,96
Florence/20180920a_jpgs/jpgs/S26355649.jpg,8973552,8763.234375,8.557846069,96
Florence/20180920a_jpgs/jpgs/S26355674.jpg,6594382,6439.826172,6.288892746,96
Florence/20180920a_jpgs/jpgs/S26355770.jpg,8651475,8448.706055,8.250689507,96
Florence/20180920a_jpgs/jpgs/S26356361.jpg,8463965,8265.59082,8.071866035,96
Florence/20180920a_jpgs/jpgs/S26356418.jpg,14696755,14352.2998,14.01591778,96
Florence/20180920a_jpgs/jpgs/S26356472.jpg,12907351,12604.83496,12.30940914,96
Florence/20180920a_jpgs/jpgs/S26356927.jpg,7114120,6947.382813,6.784553528,96
Florence/20180920a_jpgs/jpgs/S26357762.jpg,10441166,10196.45117,9.957471848,96
Florence/20180920a_jpgs/jpgs/S26358839.jpg,3590606,3506.451172,3.424268723,96
Florence/20180920a_jpgs/jpgs/S26358933.jpg,6525983,6373.030273,6.223662376,96
Florence/20180920a_jpgs/jpgs/S26359321.jpg,6720334,6562.826172,6.409009933,96
Florence/20180920a_jpgs/jpgs/S26359774.jpg,7028535,6863.803711,6.702933311,96
Florence/20180920a_jpgs/jpgs/S26359792.jpg,6198507,6053.229492,5.911356926,96
Florence/20180920b_jpgs/jpgs/C26348051.jpg,7042190,6877.138672,6.715955734,96
Florence/20180920b_jpgs/jpgs/C26349325.jpg,7129501,6962.40332,6.799221992,96
Florence/20180920b_jpgs/jpgs/C26351954.jpg,5721277,5587.18457,5.456234932,96
Florence/20180920b_jpgs/jpgs/C26353014.jpg,6823003,6663.088867,6.506922722,96
Florence/20180920b_jpgs/jpgs/C26353767.jpg,6709329,6552.079102,6.398514748,96
Florence/20180920b_jpgs/jpgs/C26353773.jpg,13045653,12739.89551,12.44130421,96
Florence/20180920b_jpgs/jpgs/C26354306.jpg,5269864,5146.351563,5.025733948,96
Florence/20180920b_jpgs/jpgs/C26356075.jpg,6845360,6684.921875,6.528244019,96
Florence/20180920b_jpgs/jpgs/C26356221.jpg,7685894,7505.755859,7.329839706,96
Florence/20180920b_jpgs/jpgs/C26356243.jpg,13656679,13336.60059,13.02402401,96
Florence/20180920b_jpgs/jpgs/C26357455.jpg,13137315,12829.40918,12.5287199,96
Florence/20180920b_jpgs/jpgs/C26358295.jpg,3210803,3135.549805,3.062060356,96
Florence/20180920b_jpgs/jpgs/C26359335.jpg,8704689,8500.672852,8.301438332,96
Florence/20180920b_jpgs/jpgs/C26360072.jpg,7413551,7239.795898,7.070113182,96
Florence/20180920b_jpgs/jpgs/C26360213.jpg,5601132,5469.855469,5.341655731,96
Florence/20180920b_jpgs/jpgs/C26366973.jpg,6197792,6052.53125,5.910675049,96
Florence/20180920b_jpgs/jpgs/C26368019.jpg,8045658,7857.087891,7.672937393,96
Florence/20180920b_jpgs/jpgs/C26368966.jpg,8032292,7844.035156,7.660190582,96
Florence/20180920b_jpgs/jpgs/C26371183.jpg,7275873,7105.344727,6.93881321,96
Florence/20180920b_jpgs/jpgs/C26372495.jpg,5287093,5163.176758,5.042164803,96
Florence/20180920b_jpgs/jpgs/C26372632.jpg,4505284,4399.691406,4.296573639,96
Florence/20180920b_jpgs/jpgs/C26372987.jpg,7687218,7507.048828,7.331102371,96
Florence/20180920b_jpgs/jpgs/C26373825.jpg,9793814,9564.271484,9.340108871,96
Florence/20180920b_jpgs/jpgs/C26374148.jpg,8269035,8075.229492,7.885966301,96
Florence/20180920b_jpgs/jpgs/C26375507.jpg,7400301,7226.856445,7.057476997,96
Florence/20180920b_jpgs/jpgs/C26375964.jpg,7230074,7060.619141,6.89513588,96
Florence/20180920b_jpgs/jpgs/C26376082.jpg,7119200,6952.34375,6.789398193,96
Florence/20180920b_jpgs/jpgs/C26376371.jpg,15146118,14791.13086,14.44446373,96
Florence/20180920c_jpgs/jpgs/C26368641.jpg,9731296,9503.21875,9.280487061,300
Florence/20180920c_jpgs/jpgs/C26369025.jpg,6134269,5990.49707,5.850094795,300
Florence/20180920c_jpgs/jpgs/C26369588.jpg,7593331,7415.362305,7.241564751,300
Florence/20180920c_jpgs/jpgs/C26370007.jpg,7721466,7540.494141,7.363763809,300
Florence/20180920c_jpgs/jpgs/C26371580.jpg,7880853,7696.145508,7.515767097,300
Florence/20180920c_jpgs/jpgs/C26371710.jpg,8448200,8250.195313,8.05683136,300
Florence/20180920c_jpgs/jpgs/C26373367.jpg,8616905,8414.946289,8.217720985,300
Florence/20180920c_jpgs/jpgs/C26373623.jpg,6640415,6484.780273,6.332793236,300
Florence/20180920c_jpgs/jpgs/C26373734.jpg,7103672,6937.179688,6.774589539,300
Florence/20180920c_jpgs/jpgs/C26376948.jpg,8195204,8003.128906,7.815555573,300
Florence/20180920c_jpgs/jpgs/C26377224.jpg,7251621,7081.661133,6.9156847,300
Florence/20180920c_jpgs/jpgs/C26377314.jpg,5275110,5151.474609,5.030736923,300
Florence/20180920c_jpgs/jpgs/C26377490.jpg,6284288,6137,5.993164063,300
Florence/20180920c_jpgs/jpgs/P26368961.jpg,6096609,5953.719727,5.81417942,96
Florence/20180920c_jpgs/jpgs/P26370037.jpg,9757921,9529.219727,9.305878639,96
Florence/20180920c_jpgs/jpgs/P26371630.jpg,6383623,6234.006836,6.087897301,96
Florence/20180920c_jpgs/jpgs/P26371946.jpg,6103977,5960.915039,5.821206093,96
Florence/20180920c_jpgs/jpgs/P26371986.jpg,6412649,6262.352539,6.115578651,96
Florence/20180920c_jpgs/jpgs/P26372171.jpg,8593160,8391.757813,8.195075989,96
Florence/20180920c_jpgs/jpgs/P26372775.jpg,3256349,3180.02832,3.105496407,96
Florence/20180920c_jpgs/jpgs/P26373401.jpg,8596209,8394.735352,8.197983742,96
Florence/20180920c_jpgs/jpgs/P26374004.jpg,11567733,11296.61426,11.03184986,96
Florence/20180920c_jpgs/jpgs/P26375654.jpg,7367546,7194.869141,7.026239395,96
Florence/20180920c_jpgs/jpgs/P26375755.jpg,8166757,7975.348633,7.788426399,96
Florence/20180920c_jpgs/jpgs/P26376967.jpg,3704310,3617.490234,3.532705307,96
Florence/20180920c_jpgs/jpgs/S26368704.jpg,6111545,5968.305664,5.8284235,96
Florence/20180920c_jpgs/jpgs/S26369901.jpg,5385035,5258.823242,5.135569572,96
Florence/20180920c_jpgs/jpgs/S26369926.jpg,7480046,7304.732422,7.133527756,96
Florence/20180920c_jpgs/jpgs/S26370136.jpg,9127360,8913.4375,8.704528809,96
Florence/20180920c_jpgs/jpgs/S26373817.jpg,12451298,12159.4707,11.87448311,96
Florence/20180920c_jpgs/jpgs/S26376319.jpg,6680036,6523.472656,6.370578766,96
Florence/20180920c_jpgs/jpgs/S26377377.jpg,6719212,6561.730469,6.407939911,96
Florence/20180921a_jpgs/jpgs/C26449174.jpg,5773830,5638.505859,5.506353378,96
Florence/20180921a_jpgs/jpgs/C26449558.jpg,5369739,5243.885742,5.12098217,96
Florence/20180921a_jpgs/jpgs/C26449630.jpg,6906136,6744.273438,6.586204529,96
Florence/20180921a_jpgs/jpgs/C26450484.jpg,5991644,5851.214844,5.714076996,96
Florence/20180921a_jpgs/jpgs/C26451715.jpg,4839319,4725.897461,4.615134239,96
Florence/20180921a_jpgs/jpgs/C26452065.jpg,8171948,7980.417969,7.793376923,96
Florence/20180921a_jpgs/jpgs/C26452761.jpg,14582238,14240.4668,13.90670586,96
Florence/20180921a_jpgs/jpgs/C26453181.jpg,8354467,8158.65918,7.967440605,96
Florence/20180921a_jpgs/jpgs/C26453264.jpg,8090609,7900.985352,7.715806007,96
Florence/20180921a_jpgs/jpgs/C26453374.jpg,6135266,5991.470703,5.851045609,96
Florence/20180921a_jpgs/jpgs/C26454768.jpg,5372981,5247.051758,5.124073982,96
Florence/20180921a_jpgs/jpgs/C26455826.jpg,7767451,7585.401367,7.407618523,96
Florence/20180921a_jpgs/jpgs/C26457137.jpg,7077019,6911.151367,6.749171257,96
Florence/20180921a_jpgs/jpgs/C26457556.jpg,5424189,5297.05957,5.172909737,96
Florence/20180921a_jpgs/jpgs/C26457938.jpg,3532269,3449.481445,3.368634224,96
Florence/20180921b_jpgs/jpgs/C26466541.jpg,8252285,8058.87207,7.869992256,96
Florence/20180921b_jpgs/jpgs/C26467077.jpg,5714503,5580.569336,5.449774742,96
Florence/20180921b_jpgs/jpgs/C26469382.jpg,5910670,5772.138672,5.636854172,96
Florence/20180921b_jpgs/jpgs/C26469905.jpg,6685803,6529.104492,6.376078606,96
Florence/20180921b_jpgs/jpgs/C26470341.jpg,8911997,8703.12207,8.499142647,96
Florence/20180921b_jpgs/jpgs/C26471608.jpg,5050813,4932.43457,4.816830635,96
Florence/20180921b_jpgs/jpgs/C26471650.jpg,7261287,7091.100586,6.924902916,96
Florence/20180921b_jpgs/jpgs/C26471659.jpg,9156590,8941.982422,8.732404709,96
Florence/20180921b_jpgs/jpgs/C26472091.jpg,6873947,6712.838867,6.555506706,96
Florence/20180921b_jpgs/jpgs/C26473154.jpg,6597299,6442.674805,6.291674614,96
Florence/20180921b_jpgs/jpgs/C26474078.jpg,6814375,6654.663086,6.49869442,96
Florence/20180921b_jpgs/jpgs/C26474626.jpg,8311882,8117.072266,7.926828384,96
Florence/20180921b_jpgs/jpgs/C26474742.jpg,15798755,15428.47168,15.06686687,96
Florence/20180921b_jpgs/jpgs/C26475253.jpg,7106718,6940.154297,6.777494431,96
Florence/20180921b_jpgs/jpgs/C26475672.jpg,12792259,12492.44043,12.19964886,96
Florence/20180921b_jpgs/jpgs/C26476042.jpg,6676985,6520.493164,6.367669106,96
Florence/20180921b_jpgs/jpgs/C26476431.jpg,6411437,6261.168945,6.114422798,96
Florence/20180922a_jpgs/jpgs/C26550941.jpg,12297969,12009.73535,11.72825718,300
Florence/20180922a_jpgs/jpgs/C26551633.jpg,6733335,6575.522461,6.421408653,300
Florence/20180922a_jpgs/jpgs/C26551711.jpg,7926996,7741.207031,7.559772491,300
Florence/20180922a_jpgs/jpgs/C26552260.jpg,7198965,7030.239258,6.865468025,300
Florence/20180922a_jpgs/jpgs/C26552266.jpg,6947395,6784.56543,6.625552177,300
Florence/20180922a_jpgs/jpgs/C26552933.jpg,8990786,8780.064453,8.574281693,300
Florence/20180922a_jpgs/jpgs/C26552951.jpg,6674742,6518.302734,6.365530014,300
Florence/20180922a_jpgs/jpgs/P26550842.jpg,7929671,7743.819336,7.56232357,96
Florence/20180922a_jpgs/jpgs/P26552330.jpg,7482705,7307.329102,7.136063576,96
Florence/20180922a_jpgs/jpgs/S26550890.jpg,6742207,6584.186523,6.429869652,96
Florence/20180922a_jpgs/jpgs/S26550908.jpg,8032320,7844.0625,7.660217285,96
Florence/20180922a_jpgs/jpgs/S26550980.jpg,5058082,4939.533203,4.823762894,96
Florence/20180922a_jpgs/jpgs/S26551058.jpg,5752589,5617.762695,5.486096382,96
Florence/20180922a_jpgs/jpgs/S26551642.jpg,4341378,4239.626953,4.140260696,96
Florence/20180922a_jpgs/jpgs/S26551732.jpg,7799460,7616.660156,7.438144684,96
Florence/20180922a_jpgs/jpgs/S26552299.jpg,9018961,8807.579102,8.601151466,96
Florence/20180922a_jpgs/jpgs/S26552804.jpg,6849689,6689.149414,6.532372475,96
Florence/20180922a_jpgs/jpgs/S26552876.jpg,6551625,6398.071289,6.248116493,96
Florence/20180922a_jpgs/jpgs/S26553129.jpg,9908104,9675.882813,9.449104309,96
Florence/20180922b_jpgs/jpgs/C26561740.jpg,7391726,7218.482422,7.04929924,96
Florence/20180922b_jpgs/jpgs/C26562755.jpg,6834344,6674.164063,6.517738342,96
Florence/20180922b_jpgs/jpgs/C26562964.jpg,8675364,8472.035156,8.273471832,96
Florence/20180922b_jpgs/jpgs/C26563244.jpg,8483827,8284.987305,8.090807915,96
Florence/20180922b_jpgs/jpgs/C26563866.jpg,6174190,6029.482422,5.888166428,96
Florence/20180922b_jpgs/jpgs/C26564033.jpg,8077837,7888.512695,7.703625679,96
Florence/20180922b_jpgs/jpgs/C26564378.jpg,5948994,5809.564453,5.673402786,96
Florence/20180922b_jpgs/jpgs/C26564923.jpg,7455810,7281.064453,7.110414505,96
Florence/20180922b_jpgs/jpgs/C26565641.jpg,6066144,5923.96875,5.785125732,96
Florence/20180922b_jpgs/jpgs/C26567476.jpg,6487064,6335.023438,6.186546326,96
